"","lwage","educ","nearc4","smsa","exper","expersq","fatheduc","motheduc","age","black","south","IQ","married"
"393",6.51174545288086,17,1,1,9,81,12,16,32,1,0,101,6
"394",6.91770553588867,17,1,1,5,25,16,13,28,0,0,125,4
"395",6.74051952362061,18,1,1,4,16,17,12,28,0,0,117,1
"396",6.56526517868042,11,1,1,10,100,12,12,27,0,0,98,1
"397",6.70930433273315,16,1,0,4,16,12,13,26,0,0,118,1
"398",6.10255861282349,12,1,1,6,36,12,13,24,0,0,NA,6
"399",6.21460819244385,15,1,1,4,16,9,10,25,0,0,129,1
"400",6.9555926322937,16,1,1,9,81,12,12,31,0,0,96,1
"401",7.09174203872681,18,1,1,5,25,16,12,29,0,0,124,1
"402",6.53669166564941,12,1,1,15,225,8,NA,33,0,0,NA,1
"403",6.47389078140259,16,1,1,6,36,8,10,28,0,0,122,1
"404",6.77422380447388,13,1,1,11,121,12,12,30,0,0,85,1
"405",6.30627536773682,17,1,1,2,4,12,12,25,0,0,112,1
"406",6.39692974090576,7,1,1,15,225,8,9,28,0,0,NA,1
"407",7.71601533889771,15,1,1,13,169,12,8,34,0,0,111,1
"408",7.2737865447998,12,1,1,13,169,12,8,31,0,0,90,1
"409",5.76832103729248,12,1,1,16,256,NA,NA,34,1,0,NA,1
"410",7.14045286178589,18,1,1,9,81,10,16,33,0,0,101,1
"411",6.39692974090576,12,1,1,6,36,11,9,24,0,0,100,1
"412",5.70378255844116,11,1,1,9,81,NA,10,26,1,0,95,6
"413",6.28785848617554,16,1,1,2,4,12,12,24,0,0,120,6
"414",6.61204099655151,12,1,0,15,225,11,NA,33,0,0,NA,1
"415",6.74051952362061,12,1,1,15,225,NA,12,33,0,0,101,1
"416",6.70073127746582,16,1,1,7,49,12,12,29,0,0,NA,1
"417",6.90775537490845,12,1,1,10,100,NA,8,28,0,0,90,1
"418",6.32972097396851,16,1,1,4,16,12,15,26,0,0,122,1
"419",5.65248918533325,18,1,1,2,4,18,18,26,0,0,140,6
"420",6.07993316650391,16,1,1,5,25,16,12,27,0,0,106,1
"421",5.78382539749146,13,1,1,6,36,12,12,25,0,0,93,6
"422",6.36302804946899,16,1,1,6,36,10,12,28,0,0,119,1
"423",6.37672710418701,16,1,1,4,16,12,12,26,1,0,95,4
"424",6.68586111068726,18,1,1,5,25,14,12,29,0,0,115,1
"425",5.74300336837769,14,1,1,5,25,8,10,25,0,0,119,6
"426",5.52146100997925,12,1,1,11,121,4,11,29,1,0,67,6
"427",6.21460819244385,15,1,1,6,36,4,11,27,1,0,97,5
"428",6.62007331848145,12,1,1,15,225,NA,12,33,1,0,111,1
"429",5.83773040771484,13,1,1,12,144,11,11,31,0,1,101,1
"430",5.52146100997925,15,1,1,7,49,11,11,28,0,0,112,4
"431",6.55108022689819,16,1,1,2,4,12,10,24,0,0,107,1
"432",5.99146461486816,12,1,1,7,49,8,8,25,0,0,93,6
"433",6.31896829605103,17,1,1,4,16,14,12,27,0,0,122,1
"434",6.5496506690979,15,1,1,7,49,12,12,28,0,0,106,1
"435",7.56164169311523,14,1,1,4,16,12,12,24,0,0,NA,1
"436",7.10332202911377,18,1,1,8,64,NA,10,32,0,0,127,6
"437",6.42162227630615,16,1,1,7,49,12,12,29,0,0,113,1
"438",6.61338424682617,14,1,1,5,25,12,12,25,0,0,115,6
"439",6.12686920166016,16,1,1,2,4,18,14,24,0,0,NA,6
"440",6.47234630584717,18,1,1,1,1,16,10,25,0,0,118,6
"441",6.61338424682617,12,1,1,7,49,8,12,25,0,0,106,1
"442",6.70318794250488,16,1,1,3,9,17,12,25,0,1,118,1
"443",6.76272964477539,16,1,1,9,81,13,10,31,0,0,126,1
"444",6.29526615142822,12,1,1,10,100,7,8,28,0,0,95,1
"445",5.89989757537842,13,1,1,8,64,18,12,27,0,0,107,1
"446",6.03308629989624,10,1,1,8,64,18,12,24,0,0,100,1
"447",6.48768424987793,16,1,1,5,25,NA,12,27,0,0,102,6
"448",6.27098846435547,15,1,1,5,25,NA,12,26,0,0,113,6
"449",6.74641227722168,17,1,1,6,36,8,12,29,0,0,96,1
"450",6.49677515029907,12,1,1,7,49,12,9,25,0,0,106,1
"451",6.27098846435547,16,1,1,2,4,12,12,24,0,0,NA,1
"452",6.7900972366333,18,1,1,4,16,9,12,28,0,0,111,1
"453",6.76272964477539,17,1,1,5,25,NA,12,28,0,1,113,1
"454",5.44241762161255,18,1,1,2,4,18,12,26,0,1,138,1
"455",6.68710851669312,12,1,0,14,196,10,9,32,0,1,110,1
"456",6.27852153778076,13,1,1,8,64,12,12,27,0,0,105,1
"457",6.65286302566528,15,1,1,4,16,12,14,25,1,0,85,1
"458",6.16541767120361,14,1,1,4,16,12,14,24,1,0,NA,6
"459",6.76272964477539,16,1,1,11,121,16,NA,33,0,0,113,1
"460",6.92165803909302,16,1,0,6,36,10,12,28,0,0,117,1
"461",6.46302938461304,18,1,1,8,64,16,16,32,0,0,126,1
"462",5.80814266204834,16,1,1,2,4,10,10,24,0,0,125,1
"463",6.32076835632324,11,1,1,17,289,8,9,34,1,0,NA,1
"464",6.26909637451172,18,1,1,2,4,8,12,26,0,0,125,5
"465",6.45362520217896,12,1,1,8,64,12,12,26,0,0,NA,1
"466",6.21460819244385,11,1,1,10,100,3,NA,27,1,1,NA,1
"467",7.05098962783813,16,1,1,12,144,NA,12,34,1,0,89,1
"468",6.75110149383545,18,1,1,2,4,NA,NA,26,0,0,NA,1
"469",6.1717004776001,12,1,0,10,100,16,12,28,0,0,NA,1
"470",6.70563888549805,18,1,1,1,1,12,11,25,0,1,125,1
"471",6.53958606719971,18,1,1,5,25,18,12,29,0,0,129,1
"472",6.89669418334961,16,1,0,11,121,12,8,33,0,0,118,1
"473",6.10255861282349,16,1,1,9,81,NA,12,31,0,1,114,1
"474",6.90975332260132,18,1,1,10,100,16,12,34,0,0,121,1
"475",7.12367296218872,18,1,1,10,100,12,12,34,0,0,115,5
"476",6.8254599571228,14,1,0,12,144,NA,12,32,0,0,120,1
"477",6.34738922119141,12,1,1,10,100,7,8,28,0,0,85,6
"478",6.26339817047119,12,1,1,13,169,6,11,31,0,0,109,1
"479",7.05098962783813,12,1,1,10,100,8,12,28,0,0,117,1
"480",6.17378616333008,12,1,1,6,36,5,10,24,1,0,NA,1
"481",6.73221063613892,11,1,1,7,49,NA,10,24,0,0,NA,1
"482",7.24565505981445,14,1,1,13,169,10,10,33,0,0,NA,1
"483",5.99146461486816,13,1,1,8,64,NA,NA,27,1,0,NA,6
"484",6.56526517868042,12,1,1,15,225,12,8,33,0,0,NA,6
"485",6.45362520217896,14,1,1,4,16,10,12,24,0,0,104,1
"486",5.96100521087646,13,1,1,7,49,11,12,26,0,0,109,6
"487",6.53378868103027,12,1,1,8,64,8,10,26,0,0,105,1
"488",6.44571971893311,12,1,1,16,256,NA,NA,34,0,0,85,1
"489",6.95081472396851,15,1,1,13,169,12,8,34,0,0,115,6
"490",6.35784244537354,12,1,1,6,36,NA,12,24,0,0,NA,1
"491",6.21460819244385,12,1,1,7,49,NA,12,25,0,0,89,6
"492",6.6605749130249,12,1,0,16,256,NA,12,34,0,0,85,1
"493",6.35784244537354,13,1,1,7,49,12,11,26,0,0,102,1
"494",6.26339817047119,13,1,1,6,36,12,11,25,0,0,109,5
"495",5.95324325561523,17,1,1,5,25,12,12,28,0,0,107,1
"496",6.43775177001953,12,1,1,11,121,8,NA,29,0,0,NA,1
"497",6.43775177001953,16,1,1,6,36,11,11,28,0,0,103,1
"498",6.16331481933594,13,1,1,7,49,10,12,26,0,0,83,1
"499",6.49072360992432,14,1,1,5,25,12,12,25,0,0,112,1
"500",6.05208921432495,16,1,1,2,4,12,12,24,0,0,NA,6
"501",6.2614917755127,14,1,1,5,25,10,11,25,0,0,106,1
"502",6.43775177001953,12,0,1,8,64,10,10,26,0,0,101,1
"503",6.91770553588867,16,0,1,9,81,9,12,31,0,0,105,1
"504",6.39859485626221,12,0,1,8,64,9,12,26,0,0,116,1
"505",6.69456195831299,12,0,1,9,81,NA,11,27,0,0,NA,1
"506",6.05443954467773,12,0,1,10,100,7,7,28,0,0,90,1
"507",6.96602439880371,12,0,1,12,144,5,11,30,0,0,91,1
"508",6.02586603164673,12,0,1,8,64,5,11,26,0,0,128,1
"509",6.19847869873047,12,0,1,12,144,NA,7,30,0,0,110,1
"510",5.78382539749146,12,0,1,9,81,NA,7,27,0,0,93,1
"511",5.61677122116089,12,0,1,10,100,12,7,28,0,0,75,4
"512",5.67332315444946,12,0,1,7,49,8,12,25,0,0,94,6
"513",6.59441328048706,18,0,1,7,49,16,NA,31,0,1,NA,1
"514",6.19031524658203,14,0,1,6,36,12,12,26,0,1,112,1
"515",5.8200831413269,14,0,1,4,16,12,12,24,0,0,121,6
"516",6.58617162704468,12,0,1,9,81,12,12,27,0,0,100,1
"517",6.0867748260498,13,0,0,6,36,12,12,25,0,0,109,1
"518",6.46302938461304,16,0,0,5,25,8,8,27,0,0,122,1
"519",5.92692613601685,12,0,1,10,100,8,11,28,0,0,102,6
"520",6.17586708068848,12,0,1,7,49,NA,NA,25,0,0,131,1
"521",6.82979393005371,14,0,1,9,81,10,8,29,0,0,122,1
"522",6.24222326278687,12,0,1,8,64,12,12,26,0,0,NA,4
"523",6.97073030471802,12,0,1,15,225,10,10,33,0,0,105,1
"524",6.45833826065063,12,0,1,10,100,NA,10,28,0,0,103,1
"525",6.60529804229736,12,0,1,14,196,9,9,32,0,0,113,1
"526",6.2005090713501,12,0,1,8,64,12,8,26,0,0,104,1
"527",6.47697257995605,10,0,1,8,64,12,9,24,0,1,NA,1
"528",5.73009967803955,7,0,1,18,324,5,8,31,0,0,NA,4
"529",6.44413137435913,16,0,1,8,64,11,9,30,0,0,124,1
"530",6.0137152671814,13,0,0,9,81,8,12,28,0,0,110,1
"531",6.39692974090576,18,0,1,9,81,NA,NA,33,0,0,112,6
"532",6.61338424682617,12,0,0,10,100,11,12,28,0,0,104,1
"533",6.43775177001953,17,0,1,8,64,NA,NA,31,0,0,96,1
"534",6.30809831619263,12,0,0,11,121,12,12,29,0,0,95,1
"535",5.7868971824646,15,0,0,3,9,12,12,24,0,0,95,6
"536",5.55295944213867,9,0,0,11,121,7,NA,26,0,0,NA,1
"537",6.77422380447388,12,1,1,8,64,12,12,26,0,0,103,1
"538",6.45990467071533,12,1,0,7,49,12,12,25,0,0,116,1
"539",6.50278997421265,11,1,0,16,256,7,7,33,0,0,NA,1
"540",6.22257614135742,14,1,1,9,81,12,12,29,0,1,95,1
"541",5.74620342254639,17,1,1,2,4,12,12,25,0,1,101,6
"542",6.91770553588867,18,1,1,3,9,NA,12,27,0,1,NA,1
"543",6.90775537490845,10,1,0,17,289,8,9,33,0,0,NA,1
"544",6.58063936233521,16,1,0,6,36,NA,18,28,0,0,120,1
"545",6.66568374633789,12,1,0,9,81,8,8,27,0,0,102,1
"546",6.30261898040771,12,1,0,16,256,8,12,34,0,0,105,1
"547",6.71901321411133,12,1,0,7,49,8,8,25,0,0,103,4
"548",5.06890439987183,12,1,0,7,49,10,10,25,0,0,94,1
"549",6.55108022689819,10,1,0,11,121,10,6,27,0,0,NA,1
"550",6.58063936233521,13,1,0,9,81,10,12,28,0,0,102,1
"551",5.71702766418457,12,1,0,6,36,10,12,24,0,0,NA,1
"552",6.31535816192627,16,1,1,3,9,12,16,25,0,0,112,6
"553",6.29526615142822,14,1,1,6,36,7,6,26,0,1,101,1
"554",6.2324481010437,16,1,0,2,4,12,12,24,0,0,121,1
"555",5.95324325561523,16,1,0,2,4,12,12,24,0,0,105,1
"556",7.2737865447998,12,0,1,14,196,10,8,32,0,0,96,1
"557",6.77878475189209,16,0,1,10,100,14,14,32,0,0,128,1
"558",6.90775537490845,13,0,1,5,25,16,14,24,0,0,NA,6
"559",6.76041460037231,12,0,0,10,100,12,9,28,0,0,110,1
"560",6.60665035247803,12,0,0,9,81,11,12,27,0,0,92,1
"561",6.7900972366333,12,0,0,16,256,NA,NA,34,0,0,87,1
"562",6.12686920166016,15,0,1,8,64,9,10,29,0,0,126,1
"563",6.10924768447876,12,1,1,16,256,NA,9,34,0,0,98,1
"564",6.55108022689819,12,1,1,16,256,NA,NA,34,0,0,103,1
"565",6.61204099655151,14,1,1,13,169,8,12,33,0,0,122,1
"566",6.7900972366333,16,1,1,10,100,12,11,32,0,0,109,1
"567",6.53958606719971,18,1,1,8,64,12,12,32,0,0,125,1
"568",6.40357398986816,18,1,0,9,81,12,12,33,0,0,119,1
"569",6.43775177001953,18,1,1,6,36,NA,14,30,0,0,97,1
"570",6.6147255897522,14,1,1,13,169,8,12,33,0,0,103,1
"571",6.58755016326904,18,1,1,9,81,8,16,33,0,0,95,1
"572",6.32793664932251,12,1,1,12,144,8,10,30,0,0,99,1
"573",6.04973363876343,12,1,0,8,64,12,10,26,0,0,106,1
"574",5.99146461486816,12,1,0,8,64,NA,12,26,0,0,117,1
"575",5.52146100997925,14,1,1,6,36,12,12,26,0,0,112,5
"576",6.47079944610596,13,1,1,7,49,8,12,26,0,0,136,1
"577",6.39359092712402,12,1,1,6,36,12,12,24,0,0,NA,1
"578",6.90775537490845,12,1,1,9,81,8,8,27,0,0,110,5
"579",6.26909637451172,12,1,0,10,100,12,13,28,0,0,111,1
"580",6.17586708068848,12,1,0,8,64,12,13,26,0,0,115,4
"581",6.74523639678955,12,1,0,15,225,6,12,33,0,0,90,1
"582",6.22653675079346,14,1,0,10,100,NA,NA,30,0,0,98,1
"583",6.2383246421814,12,1,1,11,121,8,8,29,0,0,106,1
"584",5.39362764358521,11,1,1,9,81,NA,9,26,0,0,NA,6
"585",5.03695249557495,16,1,1,2,4,NA,NA,24,0,0,NA,6
"586",5.48063898086548,12,1,1,13,169,11,12,31,0,0,95,1
"587",6.32256507873535,12,1,1,10,100,11,12,28,0,0,115,1
"588",6.21460819244385,15,1,1,6,36,12,12,27,0,0,106,6
"589",5.91889381408691,16,1,1,4,16,NA,NA,26,0,0,102,1
"590",5.85793304443359,10,1,0,9,81,8,8,25,0,0,91,5
"591",6.36990118026733,12,1,0,8,64,8,8,26,0,0,114,1
"592",6.2441668510437,13,1,0,7,49,10,12,26,0,0,92,5
"593",5.96614694595337,12,0,0,11,121,NA,NA,29,0,0,111,5
"594",5.63478946685791,16,0,0,3,9,12,12,25,0,0,111,4
"595",6.53669166564941,12,0,0,15,225,NA,12,33,0,0,NA,1
"596",5.70378255844116,12,0,0,8,64,NA,12,26,0,0,96,1
"597",6.45362520217896,17,0,0,4,16,12,13,27,0,0,119,1
"598",5.83481073379517,13,0,0,7,49,12,13,26,0,0,85,1
"599",6.22455835342407,16,0,0,4,16,12,12,26,0,0,98,1
"600",5.87493085861206,13,0,0,5,25,12,12,24,0,0,114,1
"601",5.5683445930481,12,0,0,15,225,NA,NA,33,0,0,79,1
"602",5.99146461486816,10,0,0,16,256,NA,NA,32,0,0,NA,1
"603",6.60665035247803,13,0,0,10,100,16,16,29,0,0,108,1
"604",5.83481073379517,12,0,0,16,256,8,12,34,0,0,NA,1
"605",5.62040090560913,15,0,0,8,64,8,12,29,0,0,121,6
"606",6.05678415298462,9,0,0,9,81,10,12,24,0,0,NA,6
"607",5.47646331787109,12,0,0,7,49,12,NA,25,0,0,117,1
"608",5.95324325561523,13,0,0,5,25,12,NA,24,0,0,NA,1
"609",5.85793304443359,12,0,0,11,121,4,8,29,0,0,107,1
"610",6.39526176452637,12,0,0,11,121,NA,NA,29,0,0,103,1
"611",6.62007331848145,15,0,1,10,100,10,12,31,0,0,105,1
"612",6.53958606719971,16,0,0,11,121,12,9,33,0,0,105,1
"613",4.99043273925781,12,0,0,16,256,12,14,34,0,0,88,1
"614",5.63478946685791,12,1,1,8,64,12,10,26,0,0,96,1
"615",6.64509105682373,18,1,1,8,64,NA,7,32,0,0,105,1
"616",6.91770553588867,13,1,1,13,169,7,12,32,0,0,NA,4
"617",6.24804306030273,14,1,0,6,36,16,14,26,0,0,100,1
"618",5.99146461486816,16,1,0,4,16,16,14,26,0,0,116,6
"619",5.92692613601685,12,1,0,7,49,12,10,25,0,0,86,1
"620",6.39024066925049,12,1,0,13,169,12,10,31,0,0,88,1
"621",5.85793304443359,7,1,0,18,324,NA,NA,31,0,0,NA,1
"622",6.03308629989624,11,1,0,16,256,NA,NA,33,0,0,97,1
"623",5.82304573059082,16,1,0,7,49,NA,12,29,0,0,112,5
"624",6.17586708068848,18,1,0,2,4,18,14,26,0,0,125,6
"625",6.21460819244385,12,1,0,10,100,11,11,28,0,0,NA,1
"626",5.72031164169312,12,1,0,9,81,NA,NA,27,0,0,NA,4
"627",6.10924768447876,10,1,0,18,324,9,NA,34,0,0,84,1
"628",6.64509105682373,16,1,1,7,49,14,12,29,0,0,117,1
"629",6.58063936233521,16,1,1,4,16,14,12,26,0,0,110,6
"630",6.90775537490845,13,1,1,10,100,NA,9,29,0,0,104,1
"631",6.43775177001953,14,1,1,10,100,12,12,30,0,0,101,1
"632",6.70563888549805,16,1,1,4,16,12,11,26,0,0,99,1
"633",5.9322452545166,12,1,1,16,256,8,NA,34,0,0,87,1
"634",6.56244421005249,12,1,1,15,225,NA,NA,33,0,0,101,1
"635",6.01859331130981,14,1,1,4,16,12,12,24,0,0,117,1
"636",7.19967842102051,13,1,1,13,169,NA,NA,32,0,0,108,1
"637",6.57368040084839,12,1,0,16,256,NA,1,34,0,0,NA,1
"638",5.25749540328979,10,1,1,16,256,NA,9,32,1,0,86,4
"639",6.68085479736328,16,1,1,10,100,8,NA,32,1,0,NA,6
"640",6.82871198654175,16,1,1,12,144,10,10,34,1,0,69,1
"641",5.48063898086548,15,1,1,5,25,18,16,26,1,0,105,6
"642",6.43775177001953,13,1,1,6,36,12,12,25,0,0,104,1
"643",6.93244791030884,8,1,1,10,100,7,10,24,0,0,NA,1
"644",6.22059011459351,12,1,0,10,100,9,11,28,1,1,109,1
"645",6.13556480407715,16,1,1,6,36,8,8,28,0,0,85,1
"646",6.16541767120361,16,1,0,3,9,9,11,25,0,0,114,1
"647",6.21460819244385,15,1,1,5,25,8,13,26,0,1,99,4
"648",6.90775537490845,12,1,0,16,256,NA,NA,34,0,0,NA,1
"649",6.49677515029907,13,1,0,15,225,NA,NA,34,0,0,90,1
"650",6.56103086471558,15,1,1,13,169,12,12,34,0,0,119,1
"651",6.83303165435791,16,1,1,9,81,NA,NA,31,0,1,120,1
"652",5.70378255844116,12,1,0,6,36,NA,NA,24,0,0,NA,1
"653",5.89989757537842,15,1,1,6,36,18,12,27,0,0,112,1
"654",6.46925020217896,12,1,1,12,144,NA,NA,30,0,0,97,1
"655",6.13556480407715,18,1,0,1,1,14,12,25,0,0,107,1
"656",6.93342304229736,18,1,1,9,81,8,12,33,0,0,117,1
"657",6.26339817047119,12,1,1,6,36,12,12,24,0,0,NA,1
"658",5.92692613601685,18,1,1,5,25,16,16,29,0,0,125,6
"659",7.33823823928833,18,1,1,10,100,18,16,34,0,0,112,1
"660",6.82762908935547,18,1,1,9,81,18,14,33,0,0,106,5
"661",6.34212160110474,13,1,1,7,49,8,12,26,0,0,104,4
"662",6.39692974090576,14,1,1,5,25,8,12,25,0,0,89,6
"663",6.58063936233521,15,1,1,6,36,17,12,27,0,0,116,1
"664",7.01750612258911,17,1,1,1,1,18,12,24,0,0,NA,6
"665",6.56807804107666,14,1,1,7,49,NA,8,27,0,0,123,1
"666",6.69456195831299,16,1,1,7,49,NA,8,29,0,0,118,1
"667",6.82979393005371,11,1,1,10,100,8,12,27,0,0,106,1
"668",6.30991840362549,9,1,1,10,100,NA,NA,25,0,0,NA,4
"669",5.60211896896362,12,1,1,8,64,NA,NA,26,0,0,91,6
"670",6.7250337600708,7,1,1,19,361,8,11,32,0,0,NA,1
"671",7.09007692337036,12,1,1,12,144,7,12,30,0,0,103,1
"672",6.36475086212158,14,1,1,13,169,6,8,33,0,0,114,1
"673",6.53087759017944,17,1,1,11,121,12,8,34,1,0,105,1
"674",6.90775537490845,18,1,1,8,64,12,8,32,1,0,84,1
"675",6.28599786758423,13,1,1,5,25,9,8,24,1,0,NA,6
"676",6.53669166564941,12,1,1,10,100,NA,11,28,1,0,89,1
"677",6.21460819244385,12,1,1,10,100,12,16,28,0,0,81,6
"678",6.62007331848145,13,1,1,14,196,3,12,33,0,0,118,1
"679",6.81673574447632,17,1,1,6,36,8,16,29,0,1,91,1
"680",6.39692974090576,15,1,1,3,9,8,16,24,0,0,NA,6
"681",6.35784244537354,16,1,1,2,4,12,12,24,0,0,113,6
"682",6.39859485626221,12,1,1,8,64,8,12,26,0,0,121,1
"683",6.35784244537354,12,1,1,13,169,6,12,31,0,0,102,1
"684",6.51767110824585,12,1,1,14,196,NA,6,32,0,0,104,5
"685",6.159095287323,18,1,1,3,9,9,10,27,1,0,106,1
"686",5.85793304443359,14,1,1,4,16,8,12,24,0,0,NA,1
"687",6.4297194480896,15,1,1,11,121,9,12,32,0,0,108,1
"688",5.93489408493042,16,1,1,2,4,12,12,24,0,0,108,6
"689",5.49306154251099,16,1,1,3,9,16,13,25,0,0,121,6
"690",6.62007331848145,12,1,1,8,64,7,12,26,0,0,87,4
"691",6.08904504776001,18,1,0,6,36,12,14,30,0,0,107,1
"692",6.53378868103027,14,1,1,9,81,12,14,29,0,0,112,6
"693",6.21660614013672,18,1,0,1,1,12,14,25,0,0,116,1
"694",5.99146461486816,12,1,1,11,121,12,12,29,0,0,115,6
"695",6.88857269287109,12,1,1,8,64,12,12,26,0,0,107,1
"696",6.47543287277222,14,1,1,10,100,12,12,30,0,1,117,1
"697",6.43775177001953,12,1,1,14,196,NA,NA,32,0,0,110,1
"698",6.56103086471558,16,1,1,6,36,12,11,28,1,0,97,1
"699",6.94985628128052,12,1,1,11,121,11,12,29,0,0,96,4
"700",6.63463354110718,12,1,1,9,81,8,8,27,0,0,NA,1
"701",6.2614917755127,13,1,0,6,36,14,12,25,0,0,NA,1
"702",6.3543701171875,13,1,1,8,64,6,6,27,1,0,91,1
"703",6.76272964477539,14,1,1,6,36,NA,6,26,1,0,97,6
"704",6.56948137283325,12,1,1,10,100,12,8,28,1,0,90,1
"705",6.51174545288086,16,1,1,5,25,7,8,27,0,0,112,1
"706",6.4952654838562,12,1,1,7,49,7,8,25,0,0,97,1
"707",6.29710912704468,14,1,1,9,81,11,8,29,0,0,120,1
"708",6.26339817047119,13,1,1,6,36,12,12,25,0,0,109,6
"709",6.46146821975708,12,1,1,10,100,NA,8,28,0,0,NA,1
"710",5.69373226165771,12,1,1,8,64,NA,8,26,0,0,NA,6
"711",6.85329914093018,8,1,1,19,361,NA,NA,33,1,0,NA,5
"712",6.21460819244385,12,1,1,16,256,8,9,34,1,0,99,1
"713",6.4297194480896,13,1,1,6,36,5,7,25,1,0,NA,4
"714",5.6240177154541,12,1,1,7,49,NA,10,25,1,0,NA,1
"715",5.48063898086548,10,1,0,10,100,5,8,26,0,1,99,1
"716",5.48063898086548,10,1,0,9,81,5,8,25,0,1,NA,6
"717",6.13556480407715,12,1,1,15,225,NA,NA,33,0,0,85,1
"718",6.00141477584839,12,1,1,9,81,NA,11,27,1,0,97,6
"719",6.10924768447876,12,1,1,7,49,NA,11,25,1,0,95,1
"720",5.52146100997925,12,1,1,6,36,3,2,24,1,0,NA,6
"721",6.58892631530762,11,1,1,9,81,NA,9,26,1,0,NA,4
"722",6.50278997421265,12,1,1,6,36,NA,9,24,1,0,NA,1
"723",6.86901426315308,12,1,1,10,100,NA,6,28,1,0,80,4
"724",6.62007331848145,14,1,1,7,49,NA,8,27,0,0,126,6
"725",6.50278997421265,14,1,1,5,25,8,8,25,0,0,NA,6
"726",6.53958606719971,17,1,0,11,121,8,12,34,0,0,109,1
"727",6.1420373916626,12,1,1,7,49,6,12,25,1,0,NA,1
"728",6.46302938461304,12,1,1,12,144,NA,NA,30,1,0,NA,5
"729",6.56526517868042,11,1,1,12,144,NA,11,29,1,0,86,1
"730",6.05208921432495,13,1,1,6,36,NA,10,25,1,0,NA,6
"731",6.7250337600708,12,1,1,9,81,12,12,27,0,0,112,1
"732",5.73009967803955,12,1,1,8,64,12,12,26,0,0,98,1
"733",6.43775177001953,16,1,1,7,49,12,12,29,0,0,119,4
"734",7.2737865447998,16,1,1,10,100,13,16,32,0,0,NA,1
"735",6.51174545288086,16,1,1,3,9,12,12,25,0,0,102,1
"736",7.20489263534546,17,1,1,5,25,14,14,28,0,0,NA,1
"737",5.99146461486816,17,1,1,10,100,12,10,33,0,0,128,4
"738",6.24997520446777,9,1,0,19,361,12,NA,34,0,0,82,1
"739",6.12249279022217,14,1,1,6,36,16,16,26,0,0,NA,1
"740",6.0137152671814,17,1,1,10,100,12,12,33,0,1,113,1
"741",6.32614946365356,18,1,1,10,100,5,9,34,0,0,105,6
"742",5.43807935714722,12,1,1,6,36,10,9,24,1,0,NA,1
"743",6.93342304229736,17,1,1,4,16,18,18,27,0,0,124,6
"744",6.9865665435791,12,1,1,9,81,13,13,27,0,0,NA,1
"745",7.09174203872681,14,1,1,4,16,13,13,24,0,0,94,1
"746",5.79605770111084,17,1,0,2,4,NA,12,25,0,0,117,1
"747",6.17586708068848,18,1,1,3,9,14,14,27,0,0,116,6
"748",6.51174545288086,18,1,1,0,0,14,NA,24,0,1,NA,6
"749",7.4283332824707,17,1,1,8,64,12,12,31,0,0,NA,6
"750",7.15617656707764,16,1,1,12,144,12,12,34,0,0,112,1
"751",6.35784244537354,12,1,1,6,36,12,14,24,0,0,NA,6
"752",6.09582471847534,18,1,1,3,9,9,9,27,0,0,105,6
"753",6.17586708068848,16,1,1,6,36,NA,9,28,1,0,87,6
"754",6.14632940292358,12,1,1,6,36,16,12,24,1,0,108,6
"755",6.50428819656372,6,1,1,19,361,3,3,31,0,0,NA,1
"756",5.65599203109741,15,1,1,6,36,12,12,27,0,0,89,1
"757",6.35784244537354,18,1,1,9,81,12,12,33,0,0,119,1
"758",6.58063936233521,14,1,1,9,81,12,12,29,0,0,97,1
"759",6.13556480407715,12,1,1,7,49,6,8,25,0,0,89,1
"760",6.62007331848145,15,1,1,4,16,12,10,25,0,0,NA,1
"761",5.29831743240356,12,1,1,6,36,6,12,24,0,0,131,6
"762",6.47697257995605,12,1,1,9,81,12,10,27,0,0,NA,1
"763",6.17586708068848,18,1,1,4,16,12,11,28,0,0,NA,6
"764",6.39692974090576,11,1,1,7,49,9,NA,24,0,0,NA,1
"765",6.64509105682373,16,1,1,6,36,16,16,28,0,1,85,1
"766",6.65286302566528,17,1,1,4,16,16,16,27,0,0,132,1
"767",6.46302938461304,16,1,1,2,4,16,16,24,0,0,114,1
"768",6.96129608154297,14,1,1,13,169,14,10,33,0,0,98,1
"769",6.51619291305542,16,1,1,9,81,14,12,31,0,0,110,6
"770",6.53813982009888,12,1,1,10,100,NA,NA,28,0,0,124,6
"771",6.86901426315308,17,1,1,7,49,14,12,30,0,0,118,1
"772",5.99146461486816,13,1,1,9,81,14,12,28,0,0,90,5
"773",6.51174545288086,16,1,1,5,25,14,12,27,0,0,108,1
"774",7.2737865447998,18,1,1,10,100,10,11,34,1,0,112,1
"775",6.27098846435547,18,1,1,8,64,16,10,32,0,0,100,1
"776",6.55108022689819,14,1,1,7,49,9,11,27,1,0,84,1
"777",6.51471281051636,8,1,1,20,400,NA,4,34,1,0,NA,1
"778",6.20253562927246,18,1,1,1,1,8,10,25,0,0,97,1
"779",6.21460819244385,12,1,1,6,36,12,8,24,0,0,113,1
"780",6.10924768447876,16,1,1,2,4,NA,NA,24,1,0,NA,6
"781",6.39859485626221,13,1,1,6,36,NA,8,25,1,0,NA,6
"782",6.57507562637329,13,1,1,9,81,9,12,28,1,0,105,6
"783",6.3543701171875,12,1,1,11,121,9,10,29,1,0,88,5
"784",5.85793304443359,12,1,1,7,49,9,10,25,1,0,74,1
